Subject,Start Date,Start Time,End Date,End Time,All Day Event,Description,Location,Private
Analyze networks with NodeXL,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,Speakers: Peter Aldhous - NodeXL is an add-in for Excel 2007 and later that allows you to do network analysis (aka social network analysis) in a familiar spreadsheet environment. You'll learn how to use the software by turning data from 2013 on voting patterns in the US Senate into an informative graphic revealing the chamber's underlying dynamics -- and highlighting the few senators who broke the partisan mold.,Stadium 4,False
More than an editor: Leadership for data-driven projects,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: Maud Beelman, Matt Stiles, Sharon Walsh, Manny Garcia - **Moderated by Manny Garcia, Naples Daily News",Salon BC,False
Mapping from the desktop to the web,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: Robby Deming, Brian Peterson, - Join us for a hands-on tutorial on using ArcGIS Online as a free tool to transform your desktop GIS research and other public data into interactive web maps and apps.",Stadium 5,False
Git and GitHub 101 — Create your first pull request today!,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: Ben Balter, Jordan McCullough - This Git foundations class helps you, as a newcomer to GitHub and Git, fully grasp the concepts and application of distributed version control so that you can effectively begin using this productivity-enhancing suite of tools. We&rsquo;ll explore the foundations of GitHub and Git through practical every-day commands and processes. We&rsquo;ll conclude with workflow ideas and practical tips that will get you on the road to mastery of this revolutionary version control system.",Salon A,False
PoliInformatics research challenge : New methods for computational investigations of the financial crisis,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: Anne Washington - What innovations in analysis do data journalists want to see from the computational research community? PInet announces the Research Challenge for Data Journalism that is part of our goal of building interdisciplinary collaborations. The PoliInformatics Research Coordination Network (PInet) is funded by NSF to build community and capacity for data-intensive research using open government data. Political informatics seeks to expand the use of diverse methodologies in the study of politics, policy and governance. We encourage submissions from data journalists that lead to the development of tools for systematically analyzing government data to address insightful questions.",Chesapeake,False
Campaign Finance I: Mining FEC data,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: Aaron Bycoffe, Jack Gillum, Chris Schnaars - PACs and candidates for Congress and the White House must file reports with the Federal Election Commission to show where their money comes from and how they spend it. We'll show you where (and when) to find this data, where the gold nuggets are buried, how to analyze it for stories, precautions to keep you off A2 and third-party tools to aid your deadline reporting. You'll leave with a treasure trove of how-to guides, a dozen or more story ideas and a free puppy.",Salon DEF,False
Cooking with hardware,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: John Keefe, Liza Stark - Liza and John will demonstrate (and share recipes for) dozens of hardware projects they've built over the last year, from conductive dough and blinky lights to cicada-tracking temperature sensors. Come explore how physical computing might be a part of your next project or feature.",Grand Ballroom West,False
Statistics: logistic regression,2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: Jennifer LaFleur - Linear regression helps you find relationships between two or more variables, but when an outcome has only two possibilities, you need a different tool. That, my friends, is where logistic regression comes in.",Stadium 2,False
"Creating maps: Principles, mistakes and potential",2014-02-28,11:00:00 a.m.,2014-02-28,11:50 a.m.,False,"Speakers: Noah Veltman, Tom MacWright - If you've ever created a map, you know how exotic projections or odd formats can quickly turn the tide against you. In this session Noah Veltman and Tom MacWright will guide you through the tools of the trade, common pitfalls, and the patterns that successful projects follow.",Grand Ballroom East,False
Student brown bag: What do you mean I can’t have that public record?,2014-02-28,12:30 p.m.,2014-02-28,1:30 p.m.,False,"Speakers: Jill Riepenhoff, Tyler Dukes, Adam Goldstein - Grab your lunch before this session starts. Beverages and dessert will be provided.",Salon BC,False
Create your own interactive newsgame in 50 minutes!,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Sisi Wei - After a brief introduction of powerful games created using Twine, you'll be using this popular open-source tool to brainstorm and create your own Choose-Your-Own-Adventure newsgame during the workshop. No coding experience necessary, as Twine will do all of the programming work for you, and generate an HTML file that is ready to publish anywhere. Plus, those with HTML/CSS and Javascript experience can also build upon and customize their games.",Stadium 5,False
Social media for investigations,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Mandy Jenkins, Robert Hernandez - There are valuable sources buried in that flood of tweets and tucked away in the bowels of LinkedIn - you just need to know how to find them. In this session, we'll go over some tools and tricks to finding sources on social media networks, verifying social content and collecting data via crowdsourcing.",Grand Ballroom West,False
Building charts and graphs that are connected to live data,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Timothy Barmann - This demo will show how to create info graphics that automatically update themselves with live data. These charts, graphs and maps automatically reflect the most current data without any intervention beyond the initial setup. Examples include maps of power outages, graphs temperatures over the last 24 hours, graphs of national and local unemployment rate, fuel prices, etc. The session will cover how to get the data into a Google spreadsheet, how to schedule updates, and how to visualize the data with a chart or table that can be embedded on your web site. It will also touch on a more advanced method using PHP/MySQL that doesn't rely on Google.",Chesapeake,False
The customized Census: Using microdata,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Katie Genadek, Robert Gebeloff - Working with microdata sounds scary but it's not. In this hands-on workshop, attendees will gain experience using IPUMS census data via the online analysis system, SDA. We will guide users through the process from the research question to data access and analysis. Our goal is to help users improve their reporting on the American population through thoughtful use of IPUMS data.",Salon A,False
Mini Boot Camp,2014-02-28,2:00:00 p.m.,2014-02-28,3:50 p.m.,False,Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques.,See printed schedule for room information,False
Investigating racial inequality,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Nikole Hannah-Jones, Lawrence Lanahan, Steve Doig - **Moderated by Steve Doig, Arizona State University",Salon BC,False
Intro To SQLite,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Troy Thibodeaux - Are you tired of standing on the sidelines while everyone else has all the fun with database queries? Tired of hoping that Access is doing what you think it's doing when you point and click? Wouldn't you rather just tell your database manager what slice of the data you want? Join us for a hassle free entry to the world of SQL, (Structured Query Language), the lingua franca of relational databases. It's surprisingly simple and surprisingly powerful -- and it works in just about any database you can name.",Stadium 4,False
Protecting your work from prying eyes,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Susan McGregor, Jennifer Valentino-DeVries, Josh Meyer, Chris Doten - **Moderated by Josh Meyer, Medill National Security Journalism Initiative",Grand Ballroom East,False
Building maps with leaflet and mapbox.js,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Becca Aaronson - Learn to create interactive maps in an hour flat. In this introduction to Mapbox and Leaflet, we'll teach you a simple way to create visually stunning, interactive maps, complete with a legend and hover text. Once you know the basics, you'll be a master mapmaker in no time.",Stadium 3,False
Campaign Finance II: Going beyond the data,2014-02-28,2:00:00 p.m.,2014-02-28,2:50 p.m.,False,"Speakers: Chris Schnaars, Jack Gillum, Fredreka Schouten - So you've downloaded and analyzed a treasure trove of campaign-finance data and gotten a couple quotes from a spokesman or two. It's time to craft your story, right? Well, sure, if you like to see your stuff on the bottom of C8. We'll show you how to marry your smart analysis with shoeleather reporting to provide context and background information on the people and PACs who dig deep into their own pockets to fill campaign war chests. And you get a free kitten!",Salon DEF,False
Grabbing data from websites: tips and tricks,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Michelle Minkoff, Scott Klein",Stadium 5,False
How PANDA works: Software architecture for big data,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Brian Boyer, Christopher Groskopf - A deep-dive into the front-end and back-end architecture of PANDA Project, the data warehouse for every newsroom. Come learn about how we harnessed MongoDB, Postgres, Solr, Nginx, Django, Tastypie, Backbone and much more in the construction of PANDA. (A MUST if you've ever considered hacking your PANDA or contributing to the open source project!)",Chesapeake,False
Using Excel for statistics,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Ryann Grochowski Jones - You don't need a fancy pants program to compute several different sorts of statistics. In this session, you'll learn how to compute basic descriptive statistics in Excel. You'll also learn how to run correlations and regressions in Excel.",Salon A,False
DataViz for everyone: A practical guide to going responsive,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Lena Groeger, Chris Amico, Ryan Pitts - Data visualization needs to work everywhere our audience encounters it. Designing for the desktop isn't enough anymore. This session will examine tools, techniques and approaches for making data visualization work across devices, and it will examine how sites and projects have tackled this problem.",Grand Ballroom West,False
Weathering the storm: Using data to track nature&#39;s fury,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Stephen Stirling, Ian Livingston - Weather affects everyone. Learn how meteorological and climatological data can help your organization build clout, gain readership and avoid pitfalls all while building beautiful visualizations and top-notch science enterprise in a fast-growing market.",Salon BC,False
SQLite for command line,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Matt Kiefer - Is Access choking on that join you wrote? Bit off more rows than your spreadsheet can chew? Perform a data Heimlich maneuver by querying from the command line with SQLite. It's super fast, free software that's easy to get up and running on any computer. We'll start with a few command-line basics, then cover importing/exporting data, simple to intermediate querying, some handy built-in functions and other neat features so you can chow down at the all-you-can-eat data buffet.",Stadium 4,False
100+ tips and tools for news research,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Margot Williams, Gary Price - Nicarians will leave with a basket of tips and tools for public records research, online privacy, advanced search techniques, alerting services and personal web caching and archiving.",Grand Ballroom East,False
50 ideas in 50 minutes,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Jodi Upton, MaryJo Webster - If you have a few data skills and you're looking for the right ideas to try them out, here are plenty -- whether you need something for tomorrow or you have a few weeks. We've got 50 proven winners for media outlets of all sizes, coming at you fast!",Salon DEF,False
Everyday scripting,2014-02-28,3:00:00 p.m.,2014-02-28,3:50 p.m.,False,"Speakers: Agustin Armendariz - There are everyday data munging tasks that you can automate with just a little bit of programming know-how. This class is geared towards more seasoned data analysts. Those that know how to use things like functions and stored procedures to process data. But beginners are welcome. We'll use python and the Ipython Notebook to roll through some code and I'll have other example scripts posted on Github for reference when you get ready to apply these techniques in your everyday work. So stop by, have some fun and get ready to work more accurately and efficiently.",Stadium 3,False
Lightning talks (Sponsored by John S. and James L. Knight Foundation),2014-02-28,4:15 p.m.,2014-02-28,5:30 p.m.,False,"Speakers: Derek Willis, Chris Barr - **Moderated by Derek Willis, The New York Times",Grand Ballroom East,False
Philip Meyer Award Reception,2014-02-28,5:30 p.m.,2014-02-28,6:45 p.m.,False,Join fellow CAR attendees for the presentation of the Philip Meyer Journalism Awards at a reception Friday night with light hor d' oeuvres and a cash bar beginning at 5:30 p.m. in University Ballroom. &nbsp;,University Ballroom,False
CAR Conference Sales (Saturday),2014-03-01,8:30 a.m.,2014-03-01,5:00:00 p.m.,False,"Stop by the IRE sales table and take a look at our merchandise. We will be selling books, the large selection of titles we carry will certainly include your interests. The winner of the IRE T-shirt contest will be displayed and on sale.&nbsp;",University Ballroom,False
CAR Conference Registration (Saturday),2014-03-01,8:30 a.m.,2014-03-01,5:00:00 p.m.,False,Registration will be located on the 1st floor of the Baltimore Marriott Inner Harbor in University Ballroom.,University Ballroom,False
Getting started with SQL,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Fred Vallance-Jones - Learning to manipulate data is a bit like learning a new language. Actually, it is a language, called structured query language. This session is an introduction to using SQL to zero in on your data, by viewing slices and chunks of it, and putting it into a useful order so you can spot the stuff you need to get started toward a story.",Stadium 2,False
Build your first News App (Saturday),2014-03-01,9:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Chase Davis, Ben Welsh, Derek Willis - This mini-boot camp will walk you through the process of building a simple, useful online news application from a dataset. You will get hands-on experience in every stage of the development process, writing Python, HTML and JavaScript using version control tools. You won't stop until you've deployed a working application onto the World Wide Web. If you have a good attitude and know how to take a few code crashes in stride, you are qualified for this class.",Stadium 3,False
Threat modeling: Security for your story,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Jonathan Stray - There is no one-size fits all security, and no one tool will make you secure. Security threats can come from a variety of different actors, and attacks can be technical, social, physical, or legal. Threat modeling is an integrated approach to security based on an assessment of your specific situation. You will learn the basic questions you need to answer to determine your security needs, how security threats vary depending on what you&rsquo;re working on and where you&rsquo;re working on it, and how to design a security plan including determining which tools and services you should use.",Grand Ballroom East,False
Danger! Hazardous materials: Using data to uncover pollution,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Denise Malan, Ben Poston, Tim Wheeler - Learn some of the best state and national databases to track pollution and hazardous wastes. The panel will cover a variety of environmental hazards, from oil refineries and toxic waste to chicken farms and sewage spills.",Salon BC,False
Introduction to mapping: Importing and displaying data geographically with QGIS,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Peter Aldhous - QGIS is the leading free, open source Geographic Information System (GIS) program. You'll learn how to use QGIS to make a simple thematic map, with areas colored according to data, plus a map of points, how to set their map projections, and how to export them as a vector graphic.",Stadium 1,False
Incorporating data into your beat,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Tom McGinty, Jennifer Smith Richards - Data isn't just for big projects or a designated analyst. Learn how to think about finding and using data on any beat and strategies for juggling that work with the demands of daily coverage. We'll talk about the kind of data every beat reporter should have on hand and show some examples of how beat reporters have made use of them.",Salon DEF,False
How to feel like you&#39;re hacking without really doing it,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Samantha Sunne - We're going to hijack some tools for web developers (Firebug, JavaScript console, etc.) and use them for journalism. Trace the origin of a photograph, download a video, scrape a table, uncover personal information and more, all within a couple of minutes and without having to learn any code first.",Stadium 4,False
"My friend FRED: A free tool for searching and graphing business, economic and government data",2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Keith Taylor - Get hands-on training on FRED, a free data toolkit for journalists. You'll learn how to quickly find and download any of 156,000 series of local, U.S. and international data from 61 sources, and then easily place that data into interactive graphs for print or web use.",Salon A,False
The art and craft of finding people,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Julie Tate, Rick Yarborough - Locating those important characters to bring your story to life can sometimes be difficult. From public records to online searches, we'll take you step by step through the process of tracking down people, including which sites are worth shelling out money on.",Grand Ballroom West,False
Ruby 1: Introduction,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Al Shaw - Learn the basics of programming through the Ruby language. In this class, we'll start with the fundamentals of the language and work our way through objects and simple scripts to access data APIs.",Stadium 5,False
Political framing: Computational analysis of rhetoric in large text datasets,2014-03-01,9:00:00 a.m.,2014-03-01,9:50 a.m.,False,"Speakers: Al Johri, Dhrumil Mehta - This session will introduce Political framing, a project aimed at allowing you to more meaningfully analyze large natural language datasets using computational methods. In our project, we analyze the congressional record to computationally understand how politicians frame their rhetoric around particular issues by using machine learning to recognize patterns in their speech and observe how these patterns change over time. We envision expanding these methods to any large text dataset and are excited to have a discussion about all of the possibilities that this and other new kinds of text analysis algorithms can unlock for journalism.",Chesapeake,False
docHive: Pulling structured data from scanned PDFs,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Charles Duncan, Edward Duncan - In this hands-on class you learn how to use docHive to extract data from PDF files.",Salon A,False
Counting and summing with SQL,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Andrea Fuller - If you know how to write a basic SELECT statement in SQL through Microsoft Access but are looking to make calculations, then this is the session for you. Learn to count how many times certain records appear in a database and sum totals across records. These skills can come in handy whether you're covering campaign finance or boating licenses.",Stadium 2,False
An app for that: Mobile tech and tools for reporting,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: David Ho - The mobile revolution is upon us, but how can the technology help you as a journalist? Bring your toolbox into the age of smart phones and tablets with this session on apps for gathering and producing news. Record an interview? Transcribe a speech? Archive Tweets? Track an airplane? There's an app for that. Plus learn other mobile tips, tricks and tools to supercharge your reporting.",Grand Ballroom West,False
Building a data journalism course,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Amanda Hickman, Fred Vallance-Jones, Ira Chinoy, Cheryl Phillips - **Moderated by Fred Vallance-Jones, University of King's College",Salon BC,False
A quick trip through data in the sciences,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Carolyn Lauzon, Kathleen Ratcliff, Cynthia Hsu, Beth Duckles, Sarah Cohen - **Moderated by Sarah Cohen, The New York Times",Grand Ballroom East,False
Ruby 2: Acquiring and transforming data,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Jeff Larson - In this intermediate class, we&rsquo;ll cover how to grab public data from the internet and transform it into clean data ready to use in the newsroom. Along the way, we&rsquo;ll cover topics such as parallel processing and metaprogramming.",Stadium 5,False
Mapping 2: Manipulating and editing geographic data with QGIS,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Peter Aldhous - QGIS is a powerful tool for processing data for use by other mapping applications, including for web mapping. In this class you'll learn how to join tables of data to existing shapefiles, simplify geographic features so that online maps will render quickly, and how to save data in formats commonly used for web mapping. You'll also learn how to edit geographic data, and how to process data consisting of hundreds or thousands of points to give a more meaningful summary display.",Stadium 1,False
DocumentCloud,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Ted Han, Mark Horvit - Want a free online tool that will allow you to analyze documents, make notes in them, share them with other journalists and the publish them for your audience? Learn how DocumentCloud can help you at this introductory sessions.",Stadium 4,False
Journalists - Staying safe in a digital world,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Kelley Misata - Governments, criminal networks, and private companies are using technology to track journalists and their sources. This session will cover what communication networks and third party services know about you, how to protect your communications from various adversaries, and how to safely store data.",Chesapeake,False
How to uncover inequity and swindlers in subsidized housing programs near you,2014-03-01,10:00:00 a.m.,2014-03-01,10:50 a.m.,False,"Speakers: Angela Caputo, Tim Henderson - Public housing authorities are turning more and more to private landlords to house poor families. In return, these building owners collect billions in federal subsidies each year. We&rsquo;ll talk about how to match up payment, inspection and municipal data to investigate the state of this &ldquo;new&rdquo; public housing.",Salon DEF,False
It&#39;s not just for looks: Presentation as a storytelling tool,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Alyson Hurt, Helene Sears, Chrys Wu, Aron Pilhofer - **Moderated by Chrys Wu, The New York Times",Grand Ballroom East,False
PostGIS &amp; CartoDB,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Andrew Hill, Michael Keller - The first part of this session is good for reporters looking to learn how to turn raw data into customizable interactive maps.",Stadium 4,False
A picture of Earth through time: Storytelling with Google Earth Engine,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Randy Sargent, Vanessa Schneider - Covering science stories, love building maps, or just want to see something really cool? Working with the USGS and NASA, Google released more than a quarter-century of images of Earth taken from space, compiled into an interactive timelapse map. News outlets around the world have been using this stunning imagery to localize stories about urban growth, deforestation and more. Here's a rundown of the session, for both developers and non-developers: First, we'll walk you through how we built our timelapse map, then demo how to easily embed it on your website. Next, we'll show you how to create custom tours with the imagery using a special editing tool we built for storytellers. Finally, we'll demo Earth Engine, Google's geo data analysis platform, the core technology used to compile the timelapse imagery. Developers in the room will have the opportunity to sign up to be Trusted Testers for Earth Engine's advanced geo data analysis tools.",Chesapeake,False
People and patterns: The network behind the story,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,Speakers: Valdis Krebs - Valdis will discuss various network analysis methods and insights that will help journalists extract relationships in complex human stories -- especially investigations where information is hidden or disguised. He will share how he mapped the 9-11 hijacker network and uses online data to find hidden relationships and networks that provide non-obvious insights.,Salon DEF,False
Go! Go! In the hot seat with breaking news,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Jaimi Dowdell, Megan Luther - What do you do when a bridge collapses, a plane crashes, oil spills or a building explodes? In this session you'll walk through a real-life breaking news scenario tackling it as an investigator. We&rsquo;ll let you try it on your own then we&rsquo;ll walk you through some resources you might not have known existed. Beat your competition with these tips and sources.",Salon A,False
Excel magic: Advanced functions in Excel,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: MaryJo Webster - String functions, IF statements and other powerful tools for cleaning, rearranging and analyzing data that you'll wish you had learned earlier.",Stadium 1,False
Joining tables with SQL,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Pamela Dempsey - Learn how to join tables, matching information from one file to another, using SQL in Microsoft Access.",Stadium 2,False
Examining prescribing patterns (Phil Meyer Award winner),2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Jennifer LaFleur, Charles Ornstein - This year promises two new, exciting opportunities for data journalists to report on doctors, the drugs they prescribe and their relationship with pharmaceutical companies. Medicare for the first time has started releasing data on the drugs prescribed by individual health care providers in its drug program, which pays for one in every four prescriptions in the country. And later this year, the government will release data on all payments by drug and device companies to doctors around the country. Exploring these two data sets separately, and together, present some incredible reporting opportunities.",Salon BC,False
Ruby 3: Simple web apps with Ruby,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Jacqui Maher - This class includes an overview the two most popular frameworks for creating web applications with ruby: Ruby on Rails and Sinatra. After you've learned enough ruby to work with a set (or sets) of data and clean it up, how do you turn it into something your readers can interact with? We'll focus on using the simple Sinatra framework to build on what you've learned in ruby 1 &amp; 2.",Stadium 5,False
The fine art of negotiating for data,2014-03-01,11:00:00 a.m.,2014-03-01,11:50 a.m.,False,"Speakers: Ellen Gabler, Joanna Lin, Andrew Lehren - **Moderated by Ellen Gabler, Milwaukee Journal Sentinel",Grand Ballroom West,False
NewsCamp::Demystifying D3,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Alastair Dant, Irene Ros, - Mesmerize your audience with elegant and intelligent data visualizations using D3. This JavaScript library takes some of the headache and limitations out of visualizations allowing you to bring data to life using HTML, SVG and CSS. We'll start by demystifying D3 with a look through some of the themes that inspired it. From there we'll look at and work through key concepts.",Grand Ballroom East,False
Regular expressions,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Amanda Hickman - If you want to supercharge your data cleaning, come learn Regular Expressions. Regex comes pre-packaged in most text editors and is a valuable tool in manipulating data.",Salon A,False
OpenElections year-in-review,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Sara Schnadt, Serdar Tumgoren, Derek Willis - The core team from the OpenElections Project will show their progress on the Knight-funded effort to gather and standardize election data from across the country. Learn what data is already available, how you can contribute, and share ideas on how the project can best help journalists prepare for the 2014 mid-term elections.",Chesapeake,False
Mini Boot Camp - Saturday,2014-03-01,2:00:00 p.m.,2014-03-01,4:50 p.m.,False,Kickstart your data skills with IRE's original mini-boot camp. This series of hands-on classes will introduce you to spreadsheets and databases with IRE's proven techniques.,See printed schedule for room information,False
Inside the global offshore money maze,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: David Donald, Mar Cabra, Margot Williams, Sebastian Mondial - The International Consortium of Investigative Journalists ""Secrecy For Sale: Inside The Global Offshore Money Maze"" is one of the largest and most complex cross-border investigative projects in journalism history. More than 110 journalists in about 60 countries analyzed a 260 GB leaked hard drive to expose the systematic use of tax havens. Learn how this multinational team mined 2.5 million files and cracked open the impenetrable offshore world by creating a web app that revealed the ownership behind more than 100,000 anonymous ""shell companies"" in 10 offshore jurisdictions.",Grand Ballroom West,False
Advanced GitHubbing and Git Internals,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Ben Balter, Jordan McCullough - Many Git workshops successfully focus on the basics for those new to DVCS. However, with Git having a full 5 years on the street now, there is a growing desire to address the maturing users of this innovative DVCS. This workshop will take existing Git users and bring them to a heightened level of productivity by leveraging Git&rsquo;s powerful, yet underused &ldquo;advanced&rdquo; features.",Stadium 5,False
Unlocking secrets of Excel to cover economics and business,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Aaron Kessler - Whether you just started using Excel or it's been your companion for years, chances are there's a lot it can do you've never realized. We sometimes think of Excel as the stepping stone to database managers like Access or SQL Server, and overlook just how powerful its tools can be. Especially if you're covering business and economics, come find out why Excel is still so popular in the business world and we'll unlock some of its secrets. The people you're covering know these tricks - you should too.",Stadium 4,False
Getting started with Python,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Anthony DeBarros - New to Python (or programming in general)? We'll get you started with an overview of the basics, plus plenty of code examples you can put to use right away.",Stadium 3,False
&quot;Mind the Gap&quot; --- Holes in your data can lead you to stories,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Thomas Hargrove, Jennifer LaFleur - Missing data doesn't mean you can't do the story -- it might be the basis for your story. From unreported arsons to unidentified bodies, panelists will discuss story examples and techniques for finding holes and anomalies that may lead you to great stories.",Salon DEF,False
Inspecting the inspectors: Using inspection data to drive your stories,2014-03-01,2:00:00 p.m.,2014-03-01,2:50 p.m.,False,"Speakers: Michael Pell, Joce Sterman - Inspecting the inspectors: Using inspection data to drive your stories From nuclear power plants to day care facilities, digging into inspection data can lead you to powerful stories. We&rsquo;ll show you how to use inspections to cover breaking news, develop short term investigative stories and long-term projects for multiple platforms.",Salon BC,False
Data deep dives (part 1),2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Ellen Gabler, John Maines, Paul Overberg, Mark Horvit - **Moderated by Mark Horvit, IRE/NICAR",Salon DEF,False
You won&#39;t believe what static site generators can do for news apps,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Jeremy Bowers, David Eads, Tyler Fisher - This session will cover two static site generators that have been developed particularly for news: the Chicago Tribune's Tarbell and NPR Visuals' app template. We'll go over how to bootstrap a project on each and the benefits that each generator provides.",Chesapeake,False
CAR wash: Clean that dirty data,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Alex Richards - Dirty data lurk everywhere: in text files, spreadsheets, databases, and PDFs. We'll walk you through some examples of the most common types of dirty data, point out telltale signs of data illness and explain how you can whip data into shape using some simple tools and methods.",Salon A,False
Python: Beyond the basics I,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: Serdar Tumgoren, Jeremy Bowers - Are you comfortable with basic data wrangling in Python, but struggling to craft larger programs? This back-to-back session will demonstrate how you can use more advanced features of the Python language -- such as modules, packages and classes -- to tame code complexity and write larger programs with confidence. A solid grasp of Python basics is required, and we recommend bringing your own laptop with your preferred coding environment already installed.",Stadium 3,False
Beyond the basics: Advanced SQL for analysis,2014-03-01,3:00:00 p.m.,2014-03-01,3:50 p.m.,False,"Speakers: James Gordon, Liz Lucas - If you feel comfortable with the Structured Query Language basics that IRE teaches in its boot camps -- SELECT, FROM, WHERE, GROUP BY -- but are ready to see what else SQL can do, this session is for you. We will cover more advanced ways of manipulating and questioning data, such as UPDATE queries, different types of joins, writing sub-queries, merging results from two queries, and other neat tricks. Some of this SQL is too advanced for Microsoft Access, so we will use MySQL in the class.",Stadium 4,False
